ID,Fuente,fuente_codificada
4037,City Beat,2
8231,The Pulse,27
2193,The Reporter,28
2830,Morning Star,14
2819,The Insight,25
8410,The Reporter,28
8253,Frontline Times,9
6983,The Chronicle,21
9423,Evening Echo,7
724,Newsline,17
7043,City Times,3
3658,Global Gazette,10
10015,Insider Insights,12
5531,Express Tribune,8
6360,Sunrise Chronicle,20
5481,Echo News,6
8835,Insider Insights,12
10486,Metro News,13
10181,Press Pulse,18
5601,Evening Echo,7
3520,The Chronicle,21
4499,Global Gazette,10
5231,Metro News,13
7116,Urban News,30
10517,Insider Insights,12
5389,The Pulse,27
153,Daily Beacon,4
2484,Global Gazette,10
3166,World News Network,32
1736,Global Gazette,10
5766,Global Insight,11
3335,Echo News,6
3976,The Insight,25
4530,Central Times,1
210,The Chronicle,21
2561,Express Tribune,8
453,Star Sentinel,19
9598,Urban News,30
9187,Star Sentinel,19
2410,Global Insight,11
6699,Press Pulse,18
7627,Daily Beacon,4
4487,Metro News,13
4716,Echo News,6
1003,Global Insight,11
5801,The Reporter,28
7931,Global Gazette,10
977,Daily Digest,5
2572,Insider Insights,12
8855,Express Tribune,8
7932,Global Gazette,10
3007,Metro News,13
5833,The Insight,25
1290,Daily Digest,5
522,Times Today,29
9759,The Observer,26
9832,The Chronicle,21
7005,The Daily Dispatch,22
6300,Daily Digest,5
4634,Press Pulse,18
7638,Express Tribune,8
142,Urban News,30
8613,The Herald Tribune,23
9901,Newsflash,16
5168,Daily Digest,5
10045,Newsline,17
9542,The Daily Dispatch,22
2794,Daily Digest,5
7171,Times Today,29
2043,The Herald Tribune,23
9887,Central Times,1
7475,Sunrise Chronicle,20
7836,Global Gazette,10
5425,City Times,3
8900,Sunrise Chronicle,20
6849,Sunrise Chronicle,20
483,Global Gazette,10
4613,The Daily Dispatch,22
7182,Global Gazette,10
8859,The Informer,24
2749,City Beat,2
5406,Voice of the Nation,31
7570,The Observer,26
8904,Morning Star,14
5016,Frontline Times,9
2001,Capital Gazette,0
9721,Morning Star,14
258,Sunrise Chronicle,20
8582,Global Insight,11
4694,Daily Beacon,4
9925,The Insight,25
10157,Daily Beacon,4
9325,Express Tribune,8
1300,The Herald Tribune,23
5391,Press Pulse,18
8141,The Observer,26
5454,The Observer,26
8694,Newsflash,16
8053,Echo News,6
3050,Morning Star,14
9377,Urban News,30
8293,National Courier,15
7008,Daily Digest,5
989,The Insight,25
6713,The Reporter,28
1743,The Insight,25
5574,Times Today,29
1257,Times Today,29
2279,Insider Insights,12
10086,Echo News,6
2993,The Insight,25
6935,Newsflash,16
3839,City Beat,2
4227,The Insight,25
2799,Daily Digest,5
8350,Evening Echo,7
515,Voice of the Nation,31
8808,Evening Echo,7
2249,Newsline,17
7082,Capital Gazette,0
3013,National Courier,15
3388,Insider Insights,12
4655,Global Insight,11
9817,The Insight,25
7900,The Observer,26
2776,Press Pulse,18
340,The Insight,25
359,Newsflash,16
7759,Frontline Times,9
2733,The Chronicle,21
8757,Daily Digest,5
9218,Global Insight,11
1542,The Insight,25
4799,Times Today,29
10289,Daily Beacon,4
9727,Voice of the Nation,31
9621,Star Sentinel,19
9695,National Courier,15
7437,National Courier,15
10417,Urban News,30
6457,Evening Echo,7
7030,Urban News,30
9013,Daily Beacon,4
9509,Metro News,13
3825,Voice of the Nation,31
4515,Express Tribune,8
2747,The Informer,24
6516,Sunrise Chronicle,20
9636,Global Insight,11
7398,Voice of the Nation,31
3717,Evening Echo,7
5205,Newsline,17
6696,The Pulse,27
7991,Daily Beacon,4
1303,The Insight,25
9051,Star Sentinel,19
10200,Times Today,29
10009,Global Gazette,10
4214,Star Sentinel,19
2316,The Insight,25
8411,Metro News,13
6143,Insider Insights,12
3262,The Daily Dispatch,22
9337,World News Network,32
8737,Voice of the Nation,31
4490,The Reporter,28
8062,The Reporter,28
8622,Global Gazette,10
4021,Global Insight,11
4330,Times Today,29
